PRODUCT_ID,PRODUCT_DESCRIPTION
1587,Venture 1 in. x 6 in. x 12 ft. Saltwater Gray Square Edge Composite Deck Board
1588,"SmartSide 38 Series Cedar Texture 8 in. OC Panel Engineered Treated Wood Siding, Application as 4 ft. x 8 ft."
1589,"1 in. x 12-Gauge Plastic Round Cap Roofing Nail (3,000-Pack)"
1590,LedgerLOK Structural Ledger Board Screws - 3-5/8 inch wood screws with hex head - Gray (50 Pack)
1591,"SUL ZMAX Galvanized Joist Hanger for 2x6 Nominal Lumber, Skewed Left"
1592,"2-1/2 in. D Steel Metallic 4-Gang Welded Switch Box with 18 CKOs and F Bracket, 1-Pack"
1593,"1/2 In. X 10 Ft. CPVC SDR11 Pipe, Plain End, Corrosion-Resistant, for Hot and Cold Water Distribution"
1594,1/4 in. x 2-1/4 in. Star Flat-Head Concrete Anchors (75-Piece)
1595,#6 x 1-5/8 in. #2 Phillips Bugle Head Coarse Thread Drywall Screws 5 lb. Box
1596,1 in. x 8 in. x 12 ft. Pine Common Board
1597,4 in. x 6 in. x 10 ft. 2 Ground Contact Pressure-Treated Timber
1598,5/8 in. x 20 ft. 5 Rebar
1599,7/16 in. x 4 ft. x 9 ft. OSB TallWall Sheathing (312816)
1600,MP 2 in. x 4 in. 20-Gauge Galvanized Mending Plate
1601,3.5 gal. All Purpose Ready-Mixed Joint Compound
1602,#9 x 3 in. Star Drive Dual Flat Head Coarse Construction Screws 10 lb. Box
1603,#6 1-1/4 in. Phillips Bugle-Head Collated Drywall Screw (1000-Pack)
1604,2 in. x 10 in. x 22 ft. FIR #2 Standard Grade Dimensional Lumber
1605,3-1/2 in. x 10 ft. Galvanized Steel Starter Strip
1606,5/8 in. x 6 in. x 8 ft. American Western Red Cedar Flat-Top Fence Picket
1607,80 lb. Type S Mason Mix
1608,20 Amp Single-Pole Type QP Circuit Breaker
1609,Hardie Trim HZ5 1 in. x 5.5 in. x 12 ft. Statement Collection Arctic White Roughsawn Fiber Cement Trim Board
1610,FibaTape Alkali-Resistant 2 in. x 150 ft. Self-Adhesive Cement Board Tape
1611,0.5 cu. ft. Pea Pebbles
1612,8 x 1-5/8 in. Tan Star Flat-Head Wood Deck Screw (5 lbs. / 619-Piece)
1613,Enhance Naturals 1 in. x 6 in. x 16 ft. Toasted Sand Grooved Edge Brown Composite Deck Board
1614,Everdean 37 in. Single Sink White Bath Vanity with White Cultured Marble Top (Assembled)
1615,2 in. x 6 in. x 20 ft. SPF 2 Standard Grade Dimensional Lumber
1616,Hideaway Universal Fastener Installation Tool
1617,1/4 in. x 3-1/4 in. Hex-Washer-Head Concrete Anchors (75-Piece)
1618,1 in. x 4 in. x 10 ft. Premium Kiln-Dried Square Edge Common Softwood Boards
1619,5/16 in. x 4 in. Star Drive Round Head Rugged Structural Wood Screw (45-Piece per-Pack)
1620,2-3/16 in. x 0.092 in. 15¬? Wire Collated Exterior Galvanized Ring Shank Coil Framing Nails 3000 per Box
1621,Stainless Steel Scrubbing Pad (3-Pack)
1622,4-1/2 in. x 5-1/2 in. 60-Grit Palm Sander 1/4 Sanding Sheets
1623,9 x 1-5/8 in. Star Drive Serrated Head Cement Board Screws (575-Pack)
1624,2 in. x 4 in. x 116-5/8 in. #2 Standard Grade SPF Stud
1625,Seal-A-Ridge Hickory Hip and Ridge Cap Roofing Shingles (25 Linear ft. Per Bundle)
1626,1/2 in. x Close Black Nipple
1627,6 in. x 12 ft. Aluminum Fascia Trim with Smooth Finish in Birch White
1628,4 in. x 10 ft. Speed-D Channel Drain with Grate
1629,2 in. x 4 in. x 16 ft. 2 Prime Ground Contact Pressure-Treated Southern Yellow Pine Lumber
1630,2 in. x 10 in. x 12 ft. #2 Prime or Better Ground Contact Pressure-Treated Lumber
1631,LSTA 1-1/4 in. x 12 in. 20-Gauge Galvanized Strap Tie
1632,22 in. x 4 ft. Rafter Vent (Pack of 10)
1633,#8 in. x 3-1/8 in. Star Drive Low Profile Washer Head Cabinet Wood Screw (50-per Pack)
1634,Subfloor and Deck 10 oz. Tan Low VOC Construction Adhesive
1635,2 in. x 10 in. x 20 ft. #2 Standard Grade Fir Lumber
1636,Tustin Polished Chrome Passage Hall/Closet Door Handle
1637,Drywall Corner Bead Adhesive
1638,1 in. Black Malleable Iron Threaded Floor Flange
1639,4 in. x 6 in. x 8 ft. 2 Ground Contact Cedar-Tone Pressure-Treated Timber
1640,36 in. x 2 in. Pressure-Treated Southern Yellow Pine Wood Square End Baluster
1641,FibaTape Mold-X10 1-7/8 in. x 300 ft. Self-Adhesive Mesh Drywall Joint Tape
1642,"6 in. HeadLOK Structural Wood Screws Flat Head Wood Screws, Black (50-Pack)"
1643,HardieBacker 1/4 in. x 4 ft. x 8 ft. Cement Backerboard
1644,1-Gang Ivory Toggle Nylon Midway/Midsize Wall Plate (1-Pack) PJ1-I
1645,Ramguard 3 in. Drive Pins with Washers (100-Pack)
1646,5/8 in. x 4 ft. x 8 ft. Type X Sheetrock Drywall
1647,5 in. x 5 in. x 8 ft. White Vinyl Routed Fence End Post
1648,6 in. x 6 in. x 12 ft. #2 Ground Contact Cedar-Tone Pressure-Treated Timber
1649,Rockwood 14.93 in. Black Modern Integrated LED Color Changing Outdoor Wall Light Sconce (1-Pack) Powered by Hubspace
1650,"5/8"" 4' x 8' Georgia Pacific ToughRock Fireguard X TE Gypsum Panel - Fire Resistant 000133"""
1651,2 in. x 6 in. x 12 ft. #2 Premium Grade SPF Dimensional Lumber
1652,2 in. x 10 in. x 12 ft. 2 Prime Cedar-Tone Ground Contact Pressure-Treated Southern Yellow Pine Lumber
1653,50 sq. in. NFA Aluminum Square-Top Roof Static Vent in Weatherwood
1654,3/4 in. Pewter Inside Corner Post
1655,28 oz. Brown Drywall Plus Construction Adhesive
1656,3/4 in. x 4 ft. x 8 ft. PureBond Birch Plywood
1657,2 in. PVC DWV 45-Degree Street Elbow Fitting
1658,2 in. x 4 in. x 8 ft. 2 Pressure Treated Above Ground Southern Pine Lumber
1659,"Old Work 2-Gang 25 cu. in. Electrical Outlet Box and Switch Box with EZ Mount Clamps and Wire Clamps, Gray"
1660,Highline Arc Extra Tall 12 in. Rough In 2-Piece 1.28 GFP Single Flush Elongated Toilet in White with Soft Close Seat
1661,96-Pack 55 sq ft. Black Collated Universal Hidden Deck Fasteners for Grooved Decking
1662,8 in. L x 4 in. W x 2.25 in. H 60mm Charcoal Concrete Holland Pavers
1663,4 in. Metallic Blank Square Electrical Box Cover (52C1-50R)
1664,Spin Light 7 in. Closet Light with Pull Chain LED Flush Mount Ceiling Light 830 Lumens 4000K Bright White Basement Light
1665,Linden 6 ft. x 8 ft. Privacy Framed Flat Vinyl Fence Panel Rails (2-Piece)
1666,Breaksea Island 6 MIL x 6 in. x 36 in. Waterproof Click Lock Vinyl Plank Flooring (23.95 sq. ft./case)
1667,5/8 in. x 4 ft. x 12 ft. Fire-Rated Type X Gypsum Wallboard
1668,Restore Bright White 3 in. x 6 in. Glossy Ceramic Subway Wall Tile (12.5 sq. ft. /case)
1669,"White Plastic Pest Barricade for Dryer Exhaust Hood, Fits Over Most 3 in. and 4 in. Vent Caps"
1670,8 x 3/4 in. Phillips Truss Head Sharp Point Lath Screws (600-Pack)
1671,50 lb. Fast-Setting Concrete Mix (842303)
1672,ProPress 3/4 in. Press Copper 90 Elbow (10-Pack)
1673,5/8 in. x 4 ft. x 8 ft. EcoSmart Firecode 30 Drywall
1674,5/8 3x5 USG Durock Brand EdgeGuard Cement Board - Mold & Moisture Resistant 17295705
1675,2 in. x 6 in. x 8 ft. #2 Premium Grade SPF Dimensional Lumber
1676,Courtland  30 in. W x 24 in. D x 34.5 in. H Assembled Shaker Drawer Base Kitchen Cabinet in Polar White
1677,4 in. x 10 ft. PVC Schedule 40 Foam-Core DWV Pipe
1678,4-in-1 Inner-Outer Fitting Brush for 1/2 in. to 3/4 in Tubing
1679,F5.5S x 10 ft. Brown Aluminum Drip Edge Flashing
1680,"15 Amp 125-Volt Duplex SmarTest Self-Test SmartlockPro Tamper Resistant GFCI Outlet, White (4-Pack) GFTR1-4W"
1681,2 in. x 4 in. x 16 ft. 2 Premium Grade SPF Dimensional Lumber
1682,C5.5 x 10 ft. White Aluminum Drip Edge Flashing
1683,2 in. x 4 in. x 8 ft. Rough Green Western Red Cedar Lumber
1684,Courtland 24 in. W x 24 in. D x 34.5 in. H Assembled Shaker Base Kitchen Cabinet in Polar White
1685,2 in. PVC DWV 90-Degree Long Sweep Elbow
1686,2 in. Drive Pins (100-Pack)
1687,Enhance Naturals 1 in. x 6 in x 16 ft. Rocky Harbor Grooved Edge Grey Composite Deck Board
1688,0.5 cu. ft. Bagged All-Purpose Decorative Landscape Rock
1689,1-3/4 in. x 9-1/4 in. x 20 ft. LVL
1690,BC ZMAX Galvanized Post Cap for 4x Nominal Lumber
1691,23/32 in. x 4 ft. x 8 ft. RTD Sheathing Syp
1692,2 in. x 4 in. x 10 ft. 2 Prime Cedar-Tone Southern Pine Pressure-Treated Lumber
1693,7/16 in. x 4 ft. x 10 ft. OSB TallWall Sheathing (
1694,Plus 3 Lightweight All-Purpose 4.5 Gal. Pre-Mixed Joint Compound
1695,1/2 in. x 5-1/2 in. x 144 in. Primed Finger-Jointed Pine Wood Baseboard Molding Pro-Pack (4-Pack)
1696,LUS ZMAX Galvanized Face-Mount Joist Hanger for 2x10 Nominal Lumber
1697,1-1/2 in. White Plastic Slip-Joint Sink Drain Outlet Waste
1698,1 in. x 8 in. x 12 ft. Knotty WP4 /116 Tongue and Groove Board
1699,1/2 in. PEX-B Stub-Out Bend Support (2-Pack)
1700,Liberty 3 ft. x 66 ft. (200 sq. ft.) SBS Self-Adhering Base Sheet Roll for Low Slope Roofing
1701,CASE PPK WM356 PFJ
1702,1 x 6 x 16 ft. Cinnamon Cove Enhance Deck Board Grooved Edge
1703,White Type 1 Class E Hard Hat with 4-Point Ratchet Suspension
1704,2-1/16 in. x 500 ft. Heavy Paper Drywall Joint Tape
1705,Select 1 in. x 6 in. x 20 ft. Square Saddle Composite Decking Board
1706,T&G Oriented Strand Board (Common: 23/32 in. x 4 ft. x 8 ft.; Actual: 0.703 in. x 47.75 in. x 95.75 in.)
1707,64 oz. Meadows and Rain Scent with Febreze All-Purpose Cleaner
1708,4.5 gal. All Purpose Ready-Mixed Joint Compound
1709,250 ft. Drywall Joint Tape
1710,Courtland 3 in. W x 91.5 in. H Cabinet Filler in Polar White
1711,3 in. x 0.120-Gauge 30-Degree Brite Smooth Shank Paper Tape Framing Nails (2500 per Box)
1712,5/16 in. x 4 in. Star Drive Low Profile Washer Head RSS Black Rugged Structural Wood Screw (25-Pack)
1713,5/8 in. x 1-1/2 in. x 12.6 ft. Pewter J-Channel
1714,5/8 in. x 10 ft. #5 Rebar
1715,0.27 Steel & Concrete Strip/Single-Use Load/Booster Caliber Red Strip Loads (100-Count)
1716,#6 x 1-1/4 in. #2 Phillips Bugle Head Coarse Thread Sharp Point Drywall Screws 25 lb. bucket
1717,869 Rubberized Aluminum Reflective Roof Coating 4.75 gal.
1718,9/16 in. x 5-1/4 in. x 16 ft. Radiata Pine Nickel Gap Ship Lap Board
1719,"LP SmartSide Cedar Texture Trim Engineered Treated Wood Siding, Application As 4/4 in.  8 in. x 16 ft."
1720,Liberty 3 ft. x 34 ft. (100 sq. ft.) SBS Self-Adhering Cap Sheet Roll for Low Slope Roofing in Black
1721,2 in. x 4 in. x 8 ft. Appearance Grade Spruce Framing Lumber
1722,WM 623 9/16 in. x 3 1/4 in. x 144 in. Pine Primed Finger-Jointed Baseboard Molding Pro Pack 120 LF (10-Pieces)
1723,"Performance 50 Gal. Tall 38,000 BTU Natural Gas Water Heater with 6-Year Warranty"
1724,6 in. x 6 in. x 16 ft. 2 Pressure-Treated Ground Contact Southern Line Timber Wood Post
1725,500 ft. Drywall Joint Tape (430684)
1726,Courtland 18 in. W x 24 in. D x 84 in. H Assembled Shaker Pantry Kitchen Cabinet in Polar White
1727,"20 Amp 125 V Tamper Resistant Duplex Outlet/Receptacle, White (1-Pack) T5820-WS"
1728,4 ft. x 50 ft. Heavy Duty Matrix Grid Landscape Fabric
1729,25 lb. Durabond 90 Setting-Type Joint Compound
1730,3/4 in. x 10 ft. Copper Type M Hard Temper Straight Pipe
1731,5/4 in. x 6 in. x 16 ft. Premium Ground Contact Cedar-Tone Pressure-Treated Lumber
1732,25.4 oz. More Spray and Foam All-Purpose Cleaner
1733,Enhance Naturals 1 in. x 6 in. x 16 ft. Rocky Harbor Grooved Edge Composite Deck Board
1734,400 ft. 16.5-Gauge Rebar Tie Wire
1735,2 in. x 4 in. x 8 ft. #2 Prime Cedar-Tone Pressure-Treated Ground Contact Southern Pine Lumber
1736,2 in. x 8 in. x 22 ft. FIR #2 Standard Grade Dimensional Lumber
1737,1/2 in. x 1/2 in. Copper 90-Degree Cup x Cup Elbow (10-Pack)
1738,#9 x 3 in. Tan Star Flat-Head Wood Deck Screw 5 lbs.-Box (365-Piece)
1739,Courtland 36 in. W x 12 in. D x 30 in. H Assembled Shaker Wall Kitchen Cabinet in Polar White
1740,15/32 in. x 4 ft. x 8 ft. BC Sanded Pine Plywood
1741,24 in. Concrete Broom
1742,#10 x 3-1/2 in. Tan Torx Flat-Head Wood Deck Screw (5 lbs. / 280-Piece)
1743,1 in. x 6 in. x 16 ft. White Primed Finger-Joint Trim Board Primed Softwood Boards
1744,1 in. x 12 in. x 8 ft. Pine Common Board
1745,10 in. x 10 ft. Aluminum Roll Valley Flashing
1746,9 x 2-1/2 in. Star Drive Dual Flat Head Coarse Thread Construction Screws 10 lb. Box
1747,10 ft. Platinum Tape-On Paper-Faced Superwide Corner Bead
1748,2 in. x 6 in. x 10 ft. #2 Premium Grade SPF Dimensional Lumber
1749,Merwry 52 in. Intergrated LED Matte White Ceiling Fan With Light And Remote Control
1750,1-Gang 4 in. 2-1/8 in. D New Work Metal Utility Box (5837112-25R)
1751,Q-Line 20 Amp 1 in. Single-Pole Circuit Breaker
1752,48 in. Non-Magnetic 180 Aluminum I-Beam Level
1753,#8 x 1-1/4 in. #2 Phillips Bugle Head Coarse Thread Coated Exterior Wood Screws 1 lb. Box
1754,1/4 in. Stainless Steel Toilet Flange Replacement Ring
1755,6 ft. H x 8 ft. W Pressure-Treated Pine 6 in. Dog-Ear Fence Panel
1756,2 x 8 - 14 ft. HF¬†#2¬†Standard Grade Dimensional
1757,0.5 cu. ft. Step 2 Paver Leveling Sand
1758,5/8 in. x 4 ft. x 8 ft. Mold Tough Firecode X Drywall
1759,#6 x 1-1/4 in. #2 Phillips Reduced Bugle Head Coarse Thread Drywall Screws 25 lb. Box
1760,"""1/2 in. x 5/16 in. Adhesive Collated Electrogalvanized 50-Style Tacker Staples 5000 per Box"""
1761,SlimLine 60 in. x 30 in. Single Threshold Alcove Shower Pan Base in White with Center Drain
1762,3-1/2 ft. x 8 ft. Pressure-Treated Pine Spaced French Gothic Fence Panel
1763,ProLite 30 lb. White Premium Lightweight Large Format Mortar for Tile and Stone
1764,5/8 in. x 5-1/2 in. x 6 ft. Pressure-Treated Brazilian Pine Dog-Ear Wood Fence Picket
1765,Winding Brook 6 MIL x 6 in. W x 36 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (23.95 sqft/case)
1766,ProTRAK 20 6 in. x 10 ft. 20-Gauge EQ Galvanized Steel Track
1767,C3 x 10 ft. White Aluminum Drip Edge Flashing
1768,#8 x 3 in. #2 Phillips Bugle Head Coarse Thread Wood Screws 1 lb. Box
1769,1 x 6 x 16ft Cinnamon Cove Enhance Deck Board Square edge
1770,10 x 3-1/2 in. 2 Phillips Bugle Head Coarse Thread Coated Exterior Wood Screws 1lb. Box
1771,MDF Panel (Common: 3/4 in. x 4 ft. x 8 ft.; Actual: 0.750 in. x 48 in. x 96 in.)
1772,4 in. x 4 in. x 10 ft. Premium S4S Cedar Lumber
1773,1/2 in. x 20 ft. 4 Rebar
1774,2 in. x 12 in. x 10 ft. #2 Premium Grade Southern Yellow Pine Dimensional Lumber
1775,1 in. x 6 in. x 20 ft. Enhance Naturals Rocky Harbor Square Edge Composite Deck Board
1776,Enhance 4 in. x 4 in. Classic White Composite Post Cap-Flat
1777,10 lb. 24-Hour Grub Killer Plus Granules
1778,2 in. x 12 in. x 28 ft. FIR #2 Standard Grade Dimensional Lumber
1779,4.5 gal. Plus 3 Tinted Ready-Mixed Joint Compound
1780,Hardie Plank HZ5 8.25 in. x 144 in. Primed Cedarmill Fiber Cement Lap Siding
1781,2 in. x 6 in. x 12 ft. #2 Prime Pressure-Treated Ground Contact Southern Pine Lumber
1782,CBSQ Galvanized Standoff Column Base for 6x6 Nominal Lumber with SDS Screws
1783,12 in. x 12 in. x 1.5 in. River Red Square Concrete Step Stone
1784,60 sq. in. NFA Aluminum Slant Back Roof Louver Static Vent in Shingle Match Weathered Wood
1785,5/8 in. x 8 ft. Copper Grounding Bar Rod
1786,2 in. x 2 in. x 8 ft. #1 Pressure-Treated Southern Pine Lumber
1787,39.37 in. x 432 sq. ft. Roll Saturated Felt Underlayment
1788,#8 x 3 in. #2 Phillips Bugle Head Coarse Thread Sharp Point Drywall Screws 25 lb. bucket
1789,LP SmartSide Cedar Texture OC Panel Engineered Wood Siding 8 in. Application as 3/8 in. x  4 ft. x 9 ft.
1790,2 in. x 4 in. x 116 5/8 in. 2 Premium Grade Whitewood Stud
1791,2-3/8 in. x 0.113 in. 30¬? Paper Collated Exterior Galvanized Offset Round Head Ring Shank Framing Nails 4000 per Box
1792,H1A 18-Gauge ZMAX Galvanized Hurricane Tie
1793,1-Gang White Duplex Outlet/Receptacle Plastic Jumbo/Oversized Wall Plate (1-Pack) 88103-W
1794,3 in. x 3/4 in. Khaki Outside Corner Post
1795,Plywood Siding Panel T1-11 8 IN OC (Nominal: 19/32 in. x 4 ft. x 8 ft. ; Actual: 0.563 in. x 48 in. x 96 in. )
1796,Bradbury Hill Wood 22 MIL x 7.1 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (18.7 sqft/case)
1797,50 lb. All-Purpose Gravel
1798,10in. x 6-Teeth HardieBlade Saw Blade for Fiber Cement
1799,4 in. x 6 in. x 10 ft. #2 Pressure-Treated Ground Contact Southern Pine Timber Wood Post
1800,Enhance Naturals 1 in. x 6 in. x 12 ft. Coastal Bluff Grooved Edge Brown Composite Deck Board
1801,1 in. x 6 in. to 20 ft. Enhance Naturals Foggy Wharf Composite Groove Deck Board
1802,ABA ZMAX Galvanized Adjustable Standoff Post Base for 4x4 Nominal Lumber
1803,9 x 2-1/2 in. Tan Star Flat-Head Wood Deck Screw (1 lb. / 87-Piece)
1804,6 ft. x 8 ft. Pressure-Treated Pine Dog-Ear Board-on-Board Fence Panel
1805,1-Gang 18 cu. in. Electrical PVC Round Old Work Electrical Box (B618RR)
1806,Safe 'n' Sound 3 in. x 15-1/4 in. x 47 in. Soundproofing and Fire Resistant Stone Wool Insulation Batt (59.7 sq. ft.)
1807,4 in. Square Metal Box with Bracket (52151CV1234-25R)
1808,2 in. x 6 in. x 92-5/8 in. 2 Premium Grade Whitewood Stud
1809,1 Gal. Concrete Leveler Primer
1810,Cortex Hidden Fastening System for Trex Transcend Fascia - 1-3/4 inch Cortex screws and plugs - Spiced Rum (50 LF)
1811,2 in. x 4 in. x 8 ft.2Pressure Treated Above Ground Southern Pine Lumber
1812,"64 fl. oz. Weed &amp; Grass Killer4 Concentrate, Use In and Around Flower Beds, Walkways and other areas of your yard"
1813,3/4 in. Plastic PEX-B Barb 90-Degree Elbow (5-Pack)
1814,HeadLOK Structural Wood Screws - 4-1/2 inch flat head wood screws - Black (12 Pack)
1815,72 in. x 32.5 in. Pressure-Treated Southern Yellow Pine Pre-assembled Aluminum Balusters Rail Kit
1816,WM 356 11/16 in. D x 2 1/4 in. W x 168 in. L Pine Wood Primed Finger-Jointed Casing Pro Pack 168 LF (12-Pieces)
1817,16 in. x 8 in. x 4 in. Concrete Block
1818,Foundations 4 in. Centerset 2-Handle Bathroom Faucet in Stainless
1819,20 Amp Tandem Single Pole Type QT Circuit Breaker
1820,1/2 in. Copper Pressure Cup x FIP Female Adapter Fitting
1821,1 in. x 10 ft. Copper Type M Hard Temper Straight Pipe
1822,4 in. x 4 in. x 6 ft. 2 Ground Contact Cedar-Tone Pressure-Treated Timber
1823,1.89 in. x 50 yd. 322 Multi-Purpose HVAC Foil Sealer Duct Tape
1824,19 in. Single Sink White Bath Vanity with White Cultured Marble Top (Assembled)
1825,3/4 in. x 5-1/2 in. x 12 ft. White PVC Trim
1826,Mold Tough Firecode Core 5/8 in. x 4 ft. x 12 ft. Gypsum Board
1827,30 in. x 80 in. Colonist Primed Left-Hand Textured Molded Composite Single Prehung Interior Door
1828,"7 in. x 9 in. x 8 ft. Common, Actual 7 in. x 9 in. x 96 in. Creosote Treated Used Railroad Tie"
1829,8 in. Composite Shim (12-Bundle)
1830,5 gal. Ultra Pure White Ceiling Flat Interior Paint
1831,Statement Collection Hardie Touch Up Kit 16 Oz Arctic White
1832,500 ft. 12 Gauge White Solid Copper THHN Wire
1833,4 in. x 8 in. x 16 in.Concrete 3-Core Block CHKOFF
1834,10 x 4 in. Star Drive Torx Bugle Head R4 Multi-Purpose Wood Screw (150-Pack)
1835,1/2 in. x 4-1/4 in. Steel Hex-Nut-Head Concrete Wedge Anchors (10-Pack)
1836,"36 in. x 24 in. 70 Series White Sliding Low-E Argon Glass Vinyl Fin with J Window, Screen Incl"
1837,#9 x 3 in. Red Torx Flat-Head Wood Deck Screw (5 lbs. / 309-Piece)
1838,"Traditional 8 ft. x 36 in. (Actual Size: 92 x 33 1/4"" in.) White PolyComposite Vinyl Rail Kit without Brackets"
1839,2 in. x 8 in. x 24 ft. FIR #2 Standard Grade Dimensional Lumber
1840,"1-11/16 in., Satin Nickel, Bi-fold Door Pull Knob"
1841,Enhance Basics 1 in. x 6 in. x 16 ft. Clam Shell Grooved Edge Grey Composite Deck Board
1842,1-1/2 in. DWV PVC P-Trap with Solvent Weld Joint
1843,9 x 3 in. Black Exterior Self-Starting Star Drive Flat Head Deck Screw (1 lb. / 73-Piece)
1844,4 in. 2 1/8 in. 2 1/8 in. 14.5 cu. in. New Work Handy/Utility Metal Electrical Box 3/4 in. KO's 1-Gang (5837134-50R)
1845,660 Satin Nickel Single Cylinder Deadbolt featuring SmartKey Security and Microban Technology
1846,Carrara 12 in. x 24 in. Polished Porcelain Marble Look Floor and Wall Tile (16 sq. ft. /Case)
1847,6 x 1-1/4 in. 2 Phillips Bugle Head Fine Thread Sharp Point Drywall Screws 25 lb. bucket
1848,5 ft. x 6 ft. Gray PVC Shower Pan Liner Roll
1849,1-1/2 in. x 10 ft. PVC Schedule 40 DWV Pipe
1850,Venture 1 in. x 6 in. x 20 ft. Saltwater Gray Grooved Edge Composite Deck Board
1851,2 in. x 4 in. x 16 ft. #2 ProWood KDAT Fire Retardant Pine Lumber
1852,2 in. x 8 in. x 12 ft. 2 Prime Cedar-Tone Ground Contact Pressure-Treated Southern Yellow Pine Lumber
1853,12 in. Lobby Broom and Dustpan Set
1854,"1x6-20' DecKorators Venture Composite Deck Board - Sandbar Grooved Edge (Actual Size: 15/16""x5-1/2"") 502495"
1855,15 in. x 47 in. R21 Thermafiber Fire and Sound Guard Plus Mineral Wool Insulation Batt
1856,1/4 in. x 5 in. Star Drive Low Profile Washer Head RSS Structural Alternative Lag Screw (50-Pack)
1857,10-3/4 in. x 10-3/4 in. x 7-3/4 in. Concrete Deck Block
1858,2 in. x 6 in. x 8 ft. SPF #2 Standard Grade Dimensional Lumber
1859,15/16 in. x 5-1/4 in. x 16 ft. Stone Gray Grooved Edge Capped Composite Decking Board
1860,Garage Door Rear Track Hanger Kit
1861,Trim Board Primed Finger-Joint (Common: 1 in. x 4 in. x 12 ft.; Actual: .719 in. x 3.5 in. x 144 in.)
1862,#6 x 1-1/4 in. Phillips Bugle Head Coarse Thread Phosphate Drywall Screw 25 lbs.
1863,6 in. x 6 in. x 12 ft. 2 Pressure-Treated Ground Contact Southern Pine Timber Wood Post
1864,1 in. x 6 in. x 8 ft. Pressure-Treated Pine Dog-Ear Fence Picket
1865,2 in. x 6 in. x 8 ft. #2 and Better Kiln-Dried Heat Treated Spruce-Pine-Fir Lumber
1866,3/8 in. Compression x 7/8 in. Ballcock Nut x 12 in. Braided Polymer Toilet Supply Line
1867,Power Flush 12 inch Rough In Two-Piece 1.28 GPF Single Flush Elongated Toilet in White Seat Included
1868,OSB 7/16 Application as 4ft. X 8 ft. Sheathing Panel
1869,6 in. x 6 in. x 10 ft. #2 Ground Contact Cedar-Tone Pressure-Treated Timber
1870,#6 x 1-1/4 in. #2 Phillips Bugle Head Fine Thread Sharp Point Drywall Screws 25 lb. bucket
1871,20 in. x 10 ft. Black Galvanized Steel W-Valley Flashing
1872,Stair Parts 48 in. x 7-1/2 in. x 5/16 in. Unfinished Red Oak and Primed Reversible Riser
1873,Enhance Naturals 1 in. x 6 in. x 12 ft. Toasted Sand Grooved Edge Brown Composite Deck Board
